disorder_id,orpha_code,name,disorder_type,disorder_group,prevalence_type,prevalence_qualification,prevalence_class,val_moy,prevalence_geographic,prevalence_validation_status,source
11340,79314,L-2-hydroxyglutaric aciduria,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET
11340,79314,L-2-hydroxyglutaric aciduria,Disease,Disorder,Cases/families,Case(s),,140.0,Worldwide,Validated,[EXPERT]
11341,79315,D-2-hydroxyglutaric aciduria,Disease,Disorder,Cases/families,Case(s),,80.0,Worldwide,Validated,[EXPERT]
11341,79315,D-2-hydroxyglutaric aciduria,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET
11338,79312,Vitamin B12-unresponsive methylmalonic acidemia type mut-,Clinical subtype,Subtype of disorder,Cases/families,Case(s),,450.0,Worldwide,Validated,ORPHANET
11338,79312,Vitamin B12-unresponsive methylmalonic acidemia type mut-,Clinical subtype,Subtype of disorder,Point prevalence,Class only,Unknown,0.0,Worldwide,Validated,ORPHANET
11336,79310,Vitamin B12-responsive methylmalonic acidemia type cblA,Clinical subtype,Subtype of disorder,Cases/families,Case(s),,60.0,Worldwide,Validated,ORPHANET
11336,79310,Vitamin B12-responsive methylmalonic acidemia type cblA,Clinical subtype,Subtype of disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET
11332,79306,Progressive familial intrahepatic cholestasis type 1,Clinical subtype,Subtype of disorder,Point prevalence,Class only,1-9 / 100 000,0.0,Europe,Not yet validated,ORPHANET
11330,79304,Progressive familial intrahepatic cholestasis type 2,Clinical subtype,Subtype of disorder,Point prevalence,Class only,1-9 / 100 000,0.0,Europe,Not yet validated,ORPHANET
11331,79305,Progressive familial intrahepatic cholestasis type 3,Clinical subtype,Subtype of disorder,Point prevalence,Class only,1-9 / 100 000,0.0,Europe,Not yet validated,ORPHANET
11328,79302,Congenital bile acid synthesis defect type 3,Disease,Disorder,Cases/families,Case(s),,2.0,Worldwide,Validated,9802883[PMID]
11328,79302,Congenital bile acid synthesis defect type 3,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_9802883[PMID]
11329,79303,Congenital bile acid synthesis defect type 2,Disease,Disorder,Point prevalence,Class only,Unknown,0.0,Worldwide,Not yet validated,ORPHANET
11387,79361,Inherited epidermolysis bullosa,Category,Group of disorders,Prevalence at birth,Value and class,1-9 / 100 000,1.9,Europe,Validated,20507631[PMID]
11387,79361,Inherited epidermolysis bullosa,Category,Group of disorders,Point prevalence,Value and class,1-9 / 1 000 000,0.8,Europe,Validated,20507631[PMID]
11387,79361,Inherited epidermolysis bullosa,Category,Group of disorders,Point prevalence,Value and class,1-9 / 1 000 000,0.96,Croatia,Validated,2359725[PMID]
11387,79361,Inherited epidermolysis bullosa,Category,Group of disorders,Prevalence at birth,Value and class,1-9 / 100 000,1.9,United States,Validated,20507631[PMID]
11387,79361,Inherited epidermolysis bullosa,Category,Group of disorders,Point prevalence,Value and class,1-9 / 1 000 000,0.8,United States,Validated,20507631[PMID]
11387,79361,Inherited epidermolysis bullosa,Category,Group of disorders,Point prevalence,Value and class,1-9 / 1 000 000,0.59,China,Validated,34103049[PMID]
11377,79351,"3-phosphoglycerate dehydrogenase deficiency, infantile/juvenile form",Etiological subtype,Subtype of disorder,Cases/families,Case(s),,15.0,Worldwide,Validated,23564319[PMID]
11377,79351,"3-phosphoglycerate dehydrogenase deficiency, infantile/juvenile form",Etiological subtype,Subtype of disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_23564319[PMID]
11376,79350,"3-phosphoserine phosphatase deficiency, infantile/juvenile form",Etiological subtype,Subtype of disorder,Cases/families,Case(s),,8.0,Worldwide,Validated,9222972[PMID]_14673469[PMID]
11376,79350,"3-phosphoserine phosphatase deficiency, infantile/juvenile form",Etiological subtype,Subtype of disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_9222972[PMID]_14673469[PMID]
11373,79347,"Chondrodysplasia punctata, Toriello type",Malformation syndrome,Disorder,Cases/families,Case(s),,3.0,Worldwide,Validated,8267015[PMID]_9450859[PMID]
11373,79347,"Chondrodysplasia punctata, Toriello type",Malformation syndrome,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_8267015[PMID]_9450859[PMID]
11371,79345,Brachytelephalangic chondrodysplasia punctata,Malformation syndrome,Disorder,Point prevalence,Class only,Unknown,0.0,Worldwide,Validated,ORPHANET_Dr BAUJAT Geneviève[EXPERT]
11649,85191,Singleton-Merten dysplasia,Malformation syndrome,Disorder,Cases/families,Case(s),,22.0,Worldwide,Validated,23322711[PMID]_25620203[PMID]
11649,85191,Singleton-Merten dysplasia,Malformation syndrome,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_23322711[PMID]_25620203[PMID]
11648,85188,"Metaphyseal dysplasia, Braun-Tinschert type",Malformation syndrome,Disorder,Point prevalence,Class only,Unknown,0.0,Worldwide,Not yet validated,ORPHANET
11651,85193,Idiopathic juvenile osteoporosis,Malformation syndrome,Disorder,Point prevalence,Class only,Unknown,0.0,Worldwide,Not yet validated,ORPHANET
11650,85192,Calvarial doughnut lesions-bone fragility syndrome,Malformation syndrome,Disorder,Cases/families,Case(s),,20.0,Worldwide,Validated,ORPHANET
11650,85192,Calvarial doughnut lesions-bone fragility syndrome,Malformation syndrome,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET
11652,85194,Spondylo-ocular syndrome,Malformation syndrome,Disorder,Cases/families,Case(s),,7.0,Worldwide,Validated,11260210[PMID]_16470687[PMID]
11652,85194,Spondylo-ocular syndrome,Malformation syndrome,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_11260210[PMID]_16470687[PMID]
11655,85197,Genochondromatosis type 1,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Europe,Not yet validated,ORPHANET
11657,85199,Craniosynostosis-anal anomalies-porokeratosis syndrome,Malformation syndrome,Disorder,Cases/families,Case(s),,9.0,Worldwide,Validated,15924278[PMID]_24095818[PMID]_[EXPERT]
11657,85199,Craniosynostosis-anal anomalies-porokeratosis syndrome,Malformation syndrome,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET
11656,85198,Dysspondyloenchondromatosis,Malformation syndrome,Disorder,Cases/families,Case(s),,16.0,Worldwide,Validated,24357493[PMID]_26250472[PMID]
11656,85198,Dysspondyloenchondromatosis,Malformation syndrome,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Europe,Not yet validated,ORPHANET
11656,85198,Dysspondyloenchondromatosis,Malformation syndrome,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_24357493[PMID]_26250472[PMID]
11659,85201,Genitopatellar syndrome,Malformation syndrome,Disorder,Cases/families,Case(s),,22.0,Worldwide,Validated,22265014[PMID]_22265017[PMID]
11659,85201,Genitopatellar syndrome,Malformation syndrome,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_22265014[PMID]_22265017[PMID]
11661,85203,Acropectoral syndrome,Malformation syndrome,Disorder,Cases/families,Case(s),,25.0,Worldwide,Validated,22183091[PMID]
11661,85203,Acropectoral syndrome,Malformation syndrome,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_22183091[PMID]
11660,85202,Keutel syndrome,Malformation syndrome,Disorder,Cases/families,Case(s),,30.0,Worldwide,Validated,[EXPERT]
11660,85202,Keutel syndrome,Malformation syndrome,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET
11663,85273,"X-linked intellectual disability, Abidi type",Malformation syndrome,Disorder,Cases/families,Case(s),,8.0,Worldwide,Validated,10398233[PMID]
11663,85273,"X-linked intellectual disability, Abidi type",Malformation syndrome,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_10398233[PMID]
11662,85212,Fetal Gaucher disease,Clinical subtype,Subtype of disorder,Cases/families,Case(s),,50.0,Worldwide,Validated,ORPHANET
11662,85212,Fetal Gaucher disease,Clinical subtype,Subtype of disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET
11664,85274,Syndromic X-linked intellectual disability 7,Malformation syndrome,Disorder,Cases/families,Case(s),,10.0,Worldwide,Validated,10573017[PMID]
11664,85274,Syndromic X-linked intellectual disability 7,Malformation syndrome,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_10573017[PMID]
11665,85275,Microphthalmia-ankyloblepharon-intellectual disability syndrome,Malformation syndrome,Disorder,Point prevalence,Class only,Unknown,0.0,Worldwide,Not yet validated,ORPHANET
11666,85276,"X-linked intellectual disability, Armfield type",Malformation syndrome,Disorder,Cases/families,Case(s),,6.0,Worldwide,Validated,10398235[PMID]
11666,85276,"X-linked intellectual disability, Armfield type",Malformation syndrome,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_10398235[PMID]
11667,85277,"X-linked intellectual disability, Cantagrel type",Malformation syndrome,Disorder,Cases/families,Case(s),,30.0,Worldwide,Validated,27358180[PMID]_27568816[PMID]
11667,85277,"X-linked intellectual disability, Cantagrel type",Malformation syndrome,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_27358180[PMID]_27568816[PMID]
11668,85278,Christianson syndrome,Malformation syndrome,Disorder,Point prevalence,Class only,1-9 / 100 000,1.7241,Worldwide,Validated,25044251[PMID]
11669,85279,KDM5C-related syndromic X-linked intellectual disability,Malformation syndrome,Disorder,Cases/families,Family(ies),,10.0,Worldwide,Validated,ORPHANET
11669,85279,KDM5C-related syndromic X-linked intellectual disability,Malformation syndrome,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET
11670,85280,X-linked intellectual disability-cubitus valgus-dysmorphism syndrome,Malformation syndrome,Disorder,Cases/families,Case(s),,5.0,Worldwide,Validated,14556244[PMID]
11670,85280,X-linked intellectual disability-cubitus valgus-dysmorphism syndrome,Malformation syndrome,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_14556244[PMID]
11672,85282,MEHMO syndrome,Malformation syndrome,Disorder,Cases/families,Case(s),,22.0,Worldwide,Validated,12032729[PMID]
11672,85282,MEHMO syndrome,Malformation syndrome,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_12032729[PMID]
11673,85283,"X-linked intellectual disability, Miles-Carpenter type",Malformation syndrome,Disorder,Cases/families,Case(s),,4.0,Worldwide,Validated,2018061[PMID]
11673,85283,"X-linked intellectual disability, Miles-Carpenter type",Malformation syndrome,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_2018061[PMID]
11674,85284,BRESEK syndrome,Malformation syndrome,Disorder,Cases/families,Case(s),,5.0,Worldwide,Validated,24090718[PMID]
11674,85284,BRESEK syndrome,Malformation syndrome,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET
11675,85285,"X-linked intellectual disability, Schimke type",Malformation syndrome,Disorder,Cases/families,Case(s),,4.0,Worldwide,Validated,6538752[PMID]
11675,85285,"X-linked intellectual disability, Schimke type",Malformation syndrome,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_6538752[PMID]
11676,85286,"X-linked intellectual disability, Shashi type",Malformation syndrome,Disorder,Cases/families,Case(s),,9.0,Worldwide,Validated,12605440[PMID]
11676,85286,"X-linked intellectual disability, Shashi type",Malformation syndrome,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_12605440[PMID]
11677,85287,"X-linked intellectual disability, Siderius type",Malformation syndrome,Disorder,Cases/families,Family(ies),,2.0,Worldwide,Validated,16199551[PMID]
11677,85287,"X-linked intellectual disability, Siderius type",Malformation syndrome,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_16199551[PMID]
11678,85288,"X-linked intellectual disability, Stocco Dos Santos type",Malformation syndrome,Disorder,Cases/families,Family(ies),,1.0,Worldwide,Validated,2063914[PMID]
11678,85288,"X-linked intellectual disability, Stocco Dos Santos type",Malformation syndrome,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_2063914[PMID]
11683,85293,"X-linked intellectual disability, Cabezas type",Malformation syndrome,Disorder,Cases/families,Family(ies),,24.0,Worldwide,Validated,25385192[PMID]
11683,85293,"X-linked intellectual disability, Cabezas type",Malformation syndrome,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_25385192[PMID]
11682,85292,X-linked spinocerebellar ataxia type 4,Disease,Disorder,Cases/families,Family(ies),,1.0,Worldwide,Validated,3470628[PMID]
11682,85292,X-linked spinocerebellar ataxia type 4,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET
11680,85290,"X-linked intellectual disability, Wilson type",Malformation syndrome,Disorder,Cases/families,Case(s),,3.0,Worldwide,Validated,1357179[PMID]
11680,85290,"X-linked intellectual disability, Wilson type",Malformation syndrome,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_1357179[PMID]
11687,85317,X-linked intellectual disability-hypogammaglobulinemia-progressive neurological deterioration syndrome,Malformation syndrome,Disorder,Cases/families,Case(s),,3.0,Worldwide,Validated,10398239[PMID]
11687,85317,X-linked intellectual disability-hypogammaglobulinemia-progressive neurological deterioration syndrome,Malformation syndrome,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_10398239[PMID]
11686,85297,X-linked spinocerebellar ataxia type 3,Malformation syndrome,Disorder,Cases/families,Case(s),,5.0,Worldwide,Validated,3614654[PMID]
11686,85297,X-linked spinocerebellar ataxia type 3,Malformation syndrome,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_3614654[PMID]
11685,85295,"HSD10 disease, atypical type",Clinical subtype,Subtype of disorder,Cases/families,Case(s),,5.0,Worldwide,Validated,27306202[PMID]
11685,85295,"HSD10 disease, atypical type",Clinical subtype,Subtype of disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_ 27306202[PMID]
11684,85294,X-linked epilepsy-learning disabilities-behavior disorders syndrome,Disease,Disorder,Point prevalence,Class only,Unknown,0.0,Worldwide,Not yet validated,ORPHANET
11691,85321,"Deafness-intellectual disability syndrome, Martin-Probst type",Malformation syndrome,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,11073537[PMID]
11691,85321,"Deafness-intellectual disability syndrome, Martin-Probst type",Malformation syndrome,Disorder,Cases/families,Case(s),,3.0,Worldwide,Validated,ORPHANET_11073537[PMID]
11690,85320,X-linked intellectual disability-macrocephaly-macroorchidism syndrome,Malformation syndrome,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_9863601[PMID]
11690,85320,X-linked intellectual disability-macrocephaly-macroorchidism syndrome,Malformation syndrome,Disorder,Cases/families,Case(s),,12.0,Worldwide,Validated,9863601[PMID]
11689,85319,X-linked intellectual disability-epilepsy-progressive joint contractures-dysmorphism syndrome,Malformation syndrome,Disorder,Cases/families,Case(s),,2.0,Worldwide,Validated,8574418[PMID]
11689,85319,X-linked intellectual disability-epilepsy-progressive joint contractures-dysmorphism syndrome,Malformation syndrome,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_8574418[PMID]
11695,85325,"X-linked intellectual disability, Stevenson type",Malformation syndrome,Disorder,Cases/families,Case(s),,4.0,Worldwide,Validated,9192265[PMID]
11695,85325,"X-linked intellectual disability, Stevenson type",Malformation syndrome,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_9192265[PMID]
11694,85324,"X-linked intellectual disability, Shrimpton type",Malformation syndrome,Disorder,Cases/families,Case(s),,3.0,Worldwide,Validated,10331611[PMID]
11694,85324,"X-linked intellectual disability, Shrimpton type",Malformation syndrome,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_10331611[PMID]
11693,85323,"X-linked intellectual disability, Seemanova type",Disease,Disorder,Cases/families,Case(s),,4.0,Worldwide,Validated,8958326[PMID]
11693,85323,"X-linked intellectual disability, Seemanova type",Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_8958326[PMID]
11692,85322,"X-linked intellectual disability, Pai type",Malformation syndrome,Disorder,Cases/families,Family(ies),,1.0,Worldwide,Validated,9222958[PMID]
11692,85322,"X-linked intellectual disability, Pai type",Malformation syndrome,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_9222958[PMID]
11699,85329,X-linked intellectual disability-hypotonia-facial dysmorphism-aggressive behavior syndrome,Malformation syndrome,Disorder,Cases/families,Case(s),,10.0,Worldwide,Validated,12599187[PMID]
11699,85329,X-linked intellectual disability-hypotonia-facial dysmorphism-aggressive behavior syndrome,Malformation syndrome,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_12599187[PMID]
11696,85326,"X-linked intellectual disability, Stoll type",Malformation syndrome,Disorder,Cases/families,Case(s),,4.0,Worldwide,Validated,1877628[PMID]
11696,85326,"X-linked intellectual disability, Stoll type",Malformation syndrome,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_1877628[PMID]
11697,85327,X-linked intellectual disability-acromegaly-hyperactivity syndrome,Disease,Disorder,Cases/families,Case(s),,2.0,Worldwide,Validated,2018059[PMID]
11697,85327,X-linked intellectual disability-acromegaly-hyperactivity syndrome,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_2018059[PMID]
11702,85332,X-linked intellectual disability-retinitis pigmentosa syndrome,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Europe,Not yet validated,ORPHANET
11706,85336,"X-linked neurodegenerative syndrome, Hamel type",Disease,Disorder,Cases/families,Case(s),,11.0,Worldwide,Validated,10051014[PMID]
11706,85336,"X-linked neurodegenerative syndrome, Hamel type",Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_10051014[PMID]
11704,85334,"X-linked neurodegenerative syndrome, Bertini type",Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_1605224[PMID]
11704,85334,"X-linked neurodegenerative syndrome, Bertini type",Disease,Disorder,Cases/families,Case(s),,7.0,Worldwide,Validated,1605224[PMID]
11705,85335,Fried syndrome,Malformation syndrome,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_5054319[PMID]
11705,85335,Fried syndrome,Malformation syndrome,Disorder,Cases/families,Family(ies),,1.0,Worldwide,Validated,5054319[PMID]
11710,85410,Oligoarticular juvenile idiopathic arthritis,Disease,Disorder,Point prevalence,Value and class,1-5 / 10 000,20.5,Europe,Not yet validated,ORPHANET
11711,85414,Systemic-onset juvenile idiopathic arthritis,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,3.1,Worldwide,Validated,24210707[PMID]
11711,85414,Systemic-onset juvenile idiopathic arthritis,Disease,Disorder,Annual incidence,Value and class,1-9 / 1 000 000,0.6,Worldwide,Validated,24210707[PMID]
11708,85338,X-linked intellectual disability-ataxia-apraxia syndrome,Disease,Disorder,Cases/families,Case(s),,9.0,Worldwide,Validated,1605232[PMID]
11708,85338,X-linked intellectual disability-ataxia-apraxia syndrome,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_1605232[PMID]
11709,85408,Rheumatoid factor-negative polyarticular juvenile idiopathic arthritis,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,8.0,Europe,Not yet validated,ORPHANET
11717,85443,AL amyloidosis,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,6.459,Germany,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,5.127,Worldwide,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Annual incidence,Value and class,1-9 / 100 000,1.044,Worldwide,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,5.5311,Europe,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Annual incidence,Value and class,1-9 / 100 000,1.1177,Europe,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,5.77,Austria,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Annual incidence,Value and class,1-9 / 100 000,1.166,Austria,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Point prevalence,Value and class,1-9 / 1 000 000,5.54,Belgium,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Annual incidence,Value and class,1-9 / 100 000,1.122,Belgium,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,5.892,Bulgaria,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Annual incidence,Value and class,1-9 / 100 000,1.174,Bulgaria,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,5.801,Croatia,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Annual incidence,Value and class,1-9 / 100 000,1.156,Croatia,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,4.299,Cyprus,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Annual incidence,Value and class,1-9 / 1 000 000,0.894,Cyprus,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,5.462,Czech Republic,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Annual incidence,Value and class,1-9 / 100 000,1.109,Czech Republic,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,5.568,Denmark,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Annual incidence,Value and class,1-9 / 100 000,1.124,Denmark,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,5.51,Estonia,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Annual incidence,Value and class,1-9 / 100 000,1.107,Estonia,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,5.885,Finland,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Annual incidence,Value and class,1-9 / 100 000,1.187,Finland,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,5.692,France,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Annual incidence,Value and class,1-9 / 100 000,1.152,France,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Annual incidence,Value and class,1-9 / 100 000,1.294,Germany,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,6.219,Greece,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Annual incidence,Value and class,1-9 / 100 000,1.254,Greece,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,5.418,Hungary,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Annual incidence,Value and class,1-9 / 100 000,1.088,Hungary,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,4.643,Iceland,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Annual incidence,Value and class,1-9 / 1 000 000,0.948,Iceland,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,4.448,Ireland,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Annual incidence,Value and class,1-9 / 1 000 000,0.913,Ireland,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,6.538,Italy,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Annual incidence,Value and class,1-9 / 100 000,1.329,Italy,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,5.71,Latvia,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Annual incidence,Value and class,1-9 / 100 000,1.123,Latvia,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,5.809,Liechtenstein,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Annual incidence,Value and class,1-9 / 100 000,1.174,Liechtenstein,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,5.61,Lithuania,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Annual incidence,Value and class,1-9 / 100 000,1.109,Lithuania,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,4.653,Luxembourg,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Annual incidence,Value and class,1-9 / 1 000 000,0.968,Luxembourg,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,5.641,Malta,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Annual incidence,Value and class,1-9 / 100 000,1.147,Malta,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,5.672,Netherlands,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Annual incidence,Value and class,1-9 / 100 000,1.146,Netherlands,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,4.977,Norway,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Annual incidence,Value and class,1-9 / 100 000,1.018,Norway,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,5.134,Poland,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Annual incidence,Value and class,1-9 / 100 000,1.044,Poland,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,6.216,Portugal,Validated,35854312[PMID]
