disorder_id,orpha_code,name,target_disorder_code,target_disorder_name,association_type
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
12469,93890,Rare developmental defect during embryogenesis,,,Preferential parent
